,product,measure,month,cost
10614,"Редиска, редька",1 кг,август,53.46
10615,Баклажаны,1 кг,август,21.79
10616,Горох,1 кг,август,42.40
10617,Чеснок,1 кг,август,109.73
10618,Томатная паста,1 кг,август,98.05
10619,Картофель,1 кг,август,21.93
10620,Сахар-песок,1 кг,август,52.85
10621,Мед пчелиный натуральный,1 кг,август,321.47
10622,Соль,1 кг,август,17.52
10623,Майонез,1 кг,август,120.19
10624,Дрожжи,50 гр.,август,17.89
10625,Кофе натуральный растворимый,100 гр.,август,217.79
10626,Чай черный байховый,100 гр.,август,56.74
10627,Вода минеральная,"0,5 л.",август,13.79
10628,Водка крепостью 40 градусов,"0,5 л.",август,163.49
10629,Коньяк отечественный,"0,5 л.",август,345.23
10630,Вино игристое отечественное,"0,7 л.",август,176.06
10631,Сигареты с фильтром,1 пачка,август,28.06
10632,Цемент,50 кг,август,363.26
10633,"Электроэнергия, основной тариф",1 кВт. час,август,0.70
10634,Природный газ,за 1 человека в месяц,август,188.40
10635,Сжиженный газ ,1 кг,август,53.75
10636,Уголь,1 тонна,август,4 072.72
10637,Бензин автомобильной марки А-92,1 литр,август,44.40
10638,Бензин автомобильной марки А-80,1 литр,август,38.82
10639,Дизельное топливо,1 литр,август,45.27
10640,Рис среднезерный,1 кг,сентябрь,79.78
10641,Рис длиннозерный,1 кг,сентябрь,78.97
10642,Мука пшеничная высшего сорта,1 кг,сентябрь,40.13
10643,Мука пшеничная первого сорта,1 кг,сентябрь,32.30
10644,Крупа манная,1 кг,сентябрь,60.70
10645,Пшено,1 кг,сентябрь,51.07
10646,Хлеб из пшеничной муки 1 сорта,1 кг,сентябрь,42.92
10647,Лепешка,1 кг,сентябрь,57.42
10648,Макаронные изделия,1 кг,сентябрь,75.57
10649,"Вермишель, лапша",1 кг,сентябрь,50.81
10650,Говядина,1 кг,сентябрь,344.50
10651,Свинина,1 кг,сентябрь,306.84
10652,Баранина,1 кг,сентябрь,333.40
10653,Конина,1 кг,сентябрь,343.88
10654,Колбаса вареная,1 кг,сентябрь,276.01
10655,Колбаса полукопченая,1 кг,сентябрь,317.71
10656,"Сосиски, сардельки",1 кг,сентябрь,262.99
10657,Рыба свежая и охлажденная,1 кг,сентябрь,183.19
10658,Рыба замороженная неразделанная,1 кг,сентябрь,176.76
10659,Сельдь соленая,1 кг,сентябрь,148.22
10660,"Кефир, айран",1 литр,сентябрь,44.26
10661,Сметана,1 литр,сентябрь,218.20
10662,Сливки,1 литр,сентябрь,190.84
10663,Творог жирный,1 кг,сентябрь,318.86
10664,Творог нежирный,1 кг,сентябрь,214.70
10665,Яйца куриные,10 штук,сентябрь,74.00
10666,Масло сливочное,1 кг,сентябрь,328.44
10667,Хлопковое масло,1 кг,сентябрь,103.86
10668,Подсолнечное масло,1 кг,сентябрь,95.79
10669,Яблоки,1 кг,сентябрь,84.00
10670,Aбрикосы,1 кг,сентябрь,53.19
10671,"Клубника, малина",1 кг,сентябрь,147.67
10672,Вишня,1 кг,сентябрь,0.00
10673,Виноград свежий,1 кг,сентябрь,97.32
10674,Aпельсины,1 кг,сентябрь,138.87
10675,Лимоны,1 кг,сентябрь,308.35
10676,Дыни,1 кг,сентябрь,32.56
10677,Aрбузы,1 кг,сентябрь,9.78
10678,Виноград сушеный,1 кг,сентябрь,246.49
10679,Яблоки сушеные,1 кг,сентябрь,89.66
10680,Курага,1 кг,сентябрь,226.75
10681,Орехи грецкие,1 кг,сентябрь,161.92
10682,Капуста свежая,1 кг,сентябрь,17.09
10683,Лук репчатый,1 кг,сентябрь,23.92
10684,Свекла,1 кг,сентябрь,32.10
10685,Морковь,1 кг,сентябрь,27.13
10686,Огурцы свежие,1 кг,сентябрь,31.68
10687,Тыква,1 кг,сентябрь,0.00
10688,Лук зеленый,1 кг,сентябрь,120.92
10689,Помидоры свежие,1 кг,сентябрь,22.43
10690,"Редиска, редька",1 кг,сентябрь,55.24
10691,Баклажаны,1 кг,сентябрь,25.30
10692,Горох,1 кг,сентябрь,42.75
10693,Чеснок,1 кг,сентябрь,114.45
10694,Томатная паста,1 кг,сентябрь,99.14
10695,Картофель,1 кг,сентябрь,21.71
10696,Сахар-песок,1 кг,сентябрь,52.69
10697,Мед пчелиный натуральный,1 кг,сентябрь,322.80
10698,Соль,1 кг,сентябрь,17.44
10699,Майонез,1 кг,сентябрь,122.70
10700,Дрожжи,50 гр.,сентябрь,18.17
10701,Кофе натуральный растворимый,100 гр.,сентябрь,217.78
10702,Чай черный байховый,100 гр.,сентябрь,56.80
10703,Вода минеральная,"0,5 л.",сентябрь,13.78
10704,Водка крепостью 40 градусов,"0,5 л.",сентябрь,162.45
10705,Коньяк отечественный,"0,5 л.",сентябрь,345.33
10706,Вино игристое отечественное,"0,7 л.",сентябрь,176.81
10707,Сигареты с фильтром,1 пачка,сентябрь,28.23
10708,Цемент,50 кг,сентябрь,358.23
10709,"Электроэнергия, основной тариф",1 кВт. час,сентябрь,0.70
10710,Природный газ,за 1 человека в месяц,сентябрь,191.86
10711,Сжиженный газ ,1 кг,сентябрь,53.52
10712,Уголь,1 тонна,сентябрь,4 240.38
10713,Бензин автомобильной марки А-92,1 литр,сентябрь,46.77
10714,Бензин автомобильной марки А-80,1 литр,сентябрь,40.19
10715,Дизельное топливо,1 литр,сентябрь,44.77
10716,Рис среднезерный,1 кг,октябрь,78.97
10717,Рис длиннозерный,1 кг,октябрь,79.20
10718,Мука пшеничная высшего сорта,1 кг,октябрь,40.29
10719,Мука пшеничная первого сорта,1 кг,октябрь,32.92
10720,Крупа манная,1 кг,октябрь,59.38
10721,Пшено,1 кг,октябрь,51.80
10722,Хлеб из пшеничной муки 1 сорта,1 кг,октябрь,42.88
10723,Лепешка,1 кг,октябрь,57.74
10724,Макаронные изделия,1 кг,октябрь,76.56
10725,"Вермишель, лапша",1 кг,октябрь,50.82
10726,Говядина,1 кг,октябрь,349.61
10727,Свинина,1 кг,октябрь,307.77
10728,Баранина,1 кг,октябрь,330.79
10729,Конина,1 кг,октябрь,339.74
10730,Колбаса вареная,1 кг,октябрь,277.84
10731,Колбаса полукопченая,1 кг,октябрь,318.61
10732,"Сосиски, сардельки",1 кг,октябрь,264.69
10733,Рыба свежая и охлажденная,1 кг,октябрь,184.41
10734,Рыба замороженная неразделанная,1 кг,октябрь,178.14
10735,Сельдь соленая,1 кг,октябрь,149.41
10736,"Кефир, айран",1 литр,октябрь,45.37
10737,Сметана,1 литр,октябрь,218.58
10738,Сливки,1 литр,октябрь,197.08
10739,Творог жирный,1 кг,октябрь,320.22
10740,Творог нежирный,1 кг,октябрь,219.68
10741,Яйца куриные,10 штук,октябрь,75.54
10742,Масло сливочное,1 кг,октябрь,332.15
10743,Хлопковое масло,1 кг,октябрь,104.10
10744,Подсолнечное масло,1 кг,октябрь,97.12
10745,Яблоки,1 кг,октябрь,81.40
10746,Aбрикосы,1 кг,октябрь,0.00
10747,"Клубника, малина",1 кг,октябрь,129.59
10748,Вишня,1 кг,октябрь,0.00
10749,Виноград свежий,1 кг,октябрь,115.03
10750,Aпельсины,1 кг,октябрь,139.12
10751,Лимоны,1 кг,октябрь,266.53
10752,Дыни,1 кг,октябрь,42.81
10753,Aрбузы,1 кг,октябрь,17.55
10754,Виноград сушеный,1 кг,октябрь,248.60
10755,Яблоки сушеные,1 кг,октябрь,91.92
10756,Курага,1 кг,октябрь,229.25
10757,Орехи грецкие,1 кг,октябрь,161.73
10758,Капуста свежая,1 кг,октябрь,19.54
10759,Лук репчатый,1 кг,октябрь,27.91
10760,Свекла,1 кг,октябрь,42.33
10761,Морковь,1 кг,октябрь,27.82
10762,Огурцы свежие,1 кг,октябрь,72.77
10763,Тыква,1 кг,октябрь,31.22
10764,Лук зеленый,1 кг,октябрь,133.48
10765,Помидоры свежие,1 кг,октябрь,31.42
10766,"Редиска, редька",1 кг,октябрь,36.77
10767,Баклажаны,1 кг,октябрь,31.47
10768,Горох,1 кг,октябрь,43.03
10769,Чеснок,1 кг,октябрь,173.18
10770,Томатная паста,1 кг,октябрь,101.34
10771,Картофель,1 кг,октябрь,27.47
10772,Сахар-песок,1 кг,октябрь,52.43
10773,Мед пчелиный натуральный,1 кг,октябрь,327.88
