product,measure,year,month,cost
Виноград сушеный,1 кг,2021,март,284.15
Яблоки сушеные,1 кг,2021,март,109.82
Курага,1 кг,2021,март,270.29
Орехи грецкие,1 кг,2021,март,186.98
Капуста свежая,1 кг,2021,март,26.53
Лук репчатый,1 кг,2021,март,25.48
Свекла,1 кг,2021,март,34.94
Морковь,1 кг,2021,март,29.44
Огурцы свежие,1 кг,2021,март,171.56
Тыква,1 кг,2021,март,42.14
Лук зеленый,1 кг,2021,март,164.58
Помидоры свежие,1 кг,2021,март,157.21
"Редиска, редька",1 кг,2021,март,30.24
Баклажаны,1 кг,2021,март,0.0
Горох,1 кг,2021,март,51.78
Чеснок,1 кг,2021,март,276.98
Томатная паста,1 кг,2021,март,128.37
Картофель,1 кг,2021,март,33.87
Сахар-песок,1 кг,2021,март,64.65
Мед пчелиный натуральный,1 кг,2021,март,329.61
Соль,1 кг,2021,март,18.83
Майонез,1 кг,2021,март,136.5
Дрожжи,50 гр.,2021,март,22.54
Кофе натуральный растворимый,100 гр.,2021,март,217.11
Чай черный байховый,100 гр.,2021,март,78.21
Вода минеральная,"0,5 л.",2021,март,17.3
Водка крепостью 40 градусов,"0,5 л.",2021,март,210.79
Коньяк отечественный,"0,5 л.",2021,март,446.08
Вино игристое отечественное,"0,7 л.",2021,март,228.57
Сигареты с фильтром,1 пачка,2021,март,83.97
Цемент,50 кг,2021,март,306.46
"Электроэнергия, основной тариф",1 кВт. час,2021,март,0.77
Природный газ,за 1 человека в месяц,2021,март,210.51
Сжиженный газ ,1 кг,2021,март,55.0
Уголь,1 тонна,2021,март,4602.59
Бензин автомобильной марки А-92,1 литр,2021,март,44.37
Бензин автомобильной марки А-80,1 литр,2021,март,39.06
Дизельное топливо,1 литр,2021,март,41.97
Рис среднезерный,1 кг,2021,апрель,80.20
Рис длиннозерный,1 кг,2021,апрель,93.48
Мука пшеничная высшего сорта,1 кг,2021,апрель,48.94
Мука пшеничная первого сорта,1 кг,2021,апрель,39.01
Крупа манная,1 кг,2021,апрель,62.26
Пшено,1 кг,2021,апрель,68.09
Хлеб из пшеничной муки 1 сорта,1 кг,2021,апрель,49.20
Лепешка,1 кг,2021,апрель,67.88
Макаронные изделия,1 кг,2021,апрель,97.86
"Вермишель, лапша",1 кг,2021,апрель,62.64
Говядина,1 кг,2021,апрель,449.53
Свинина,1 кг,2021,апрель,355.58
Баранина,1 кг,2021,апрель,447.33
Конина,1 кг,2021,апрель,380.20
Колбаса вареная,1 кг,2021,апрель,362.96
Колбаса полукопченая,1 кг,2021,апрель,397.72
"Сосиски, сардельки",1 кг,2021,апрель,314.49
Рыба свежая и охлажденная,1 кг,2021,апрель,230.20
Рыба замороженная неразделанная,1 кг,2021,апрель,220.44
Сельдь соленая,1 кг,2021,апрель,176.89
"Кефир, айран",1 литр,2021,апрель,51.12
Сметана,1 литр,2021,апрель,215.56
Сливки,1 литр,2021,апрель,205.25
Творог жирный,1 кг,2021,апрель,366.10
Творог нежирный,1 кг,2021,апрель,205.21
Яйца куриные,10 штук,2021,апрель,105.99
Масло сливочное,1 кг,2021,апрель,336.98
Хлопковое масло,1 кг,2021,апрель,161.22
Подсолнечное масло,1 кг,2021,апрель,171.67
Яблоки,1 кг,2021,апрель,77.42
Aбрикосы,1 кг,2021,апрель,0.00
"Клубника, малина",1 кг,2021,апрель,0.00
Вишня,1 кг,2021,апрель,0.00
Виноград свежий,1 кг,2021,апрель,0.00
Aпельсины,1 кг,2021,апрель,156.58
Лимоны,1 кг,2021,апрель,189.88
Дыни,1 кг,2021,апрель,0.00
Aрбузы,1 кг,2021,апрель,0.00
Виноград сушеный,1 кг,2021,апрель,285.43
Яблоки сушеные,1 кг,2021,апрель,113.85
Курага,1 кг,2021,апрель,273.92
Орехи грецкие,1 кг,2021,апрель,188.33
Капуста свежая,1 кг,2021,апрель,27.26
Лук репчатый,1 кг,2021,апрель,25.86
Свекла,1 кг,2021,апрель,42.53
Морковь,1 кг,2021,апрель,31.57
Огурцы свежие,1 кг,2021,апрель,146.76
Тыква,1 кг,2021,апрель,0.00
Лук зеленый,1 кг,2021,апрель,124.10
Помидоры свежие,1 кг,2021,апрель,144.99
"Редиска, редька",1 кг,2021,апрель,43.34
Баклажаны,1 кг,2021,апрель,0.00
Горох,1 кг,2021,апрель,52.56
Чеснок,1 кг,2021,апрель,284.82
Томатная паста,1 кг,2021,апрель,128.41
Картофель,1 кг,2021,апрель,35.92
Сахар-песок,1 кг,2021,апрель,65.99
Мед пчелиный натуральный,1 кг,2021,апрель,340.87
Соль,1 кг,2021,апрель,18.78
Майонез,1 кг,2021,апрель,139.95
Дрожжи,50 гр.,2021,апрель,22.53
Кофе натуральный растворимый,100 гр.,2021,апрель,210.27
Чай черный байховый,100 гр.,2021,апрель,79.29
Вода минеральная,"0,5 л.",2021,апрель,17.31
Водка крепостью 40 градусов,"0,5 л.",2021,апрель,214.15
Коньяк отечественный,"0,5 л.",2021,апрель,447.10
Вино игристое отечественное,"0,7 л.",2021,апрель,228.69
Сигареты с фильтром,1 пачка,2021,апрель,84.08
Цемент,50 кг,2021,апрель,306.67
"Электроэнергия, основной тариф",1 кВт. час,2021,апрель,0.77
Природный газ,за 1 человека в месяц,2021,апрель,210.60
Сжиженный газ ,1 кг,2021,апрель,55.00
Уголь,1 тонна,2021,апрель,4 519.39
Бензин автомобильной марки А-92,1 литр,2021,апрель,48.29
Бензин автомобильной марки А-80,1 литр,2021,апрель,41.49
Дизельное топливо,1 литр,2021,апрель,44.27
Рис среднезерный,1 кг,2021,май,80.0
Рис длиннозерный,1 кг,2021,май,93.27
Мука пшеничная высшего сорта,1 кг,2021,май,48.39
Мука пшеничная первого сорта,1 кг,2021,май,38.69
Крупа манная,1 кг,2021,май,62.26
Пшено,1 кг,2021,май,67.21
Хлеб из пшеничной муки 1 сорта,1 кг,2021,май,49.3
Лепешка,1 кг,2021,май,67.81
Макаронные изделия,1 кг,2021,май,98.59
"Вермишель, лапша",1 кг,2021,май,62.68
Говядина,1 кг,2021,май,453.18
Свинина,1 кг,2021,май,362.17
Баранина,1 кг,2021,май,470.48
Конина,1 кг,2021,май,384.31
Колбаса вареная,1 кг,2021,май,366.93
Колбаса полукопченая,1 кг,2021,май,402.6
"Сосиски, сардельки",1 кг,2021,май,318.88
Рыба свежая и охлажденная,1 кг,2021,май,236.24
Рыба замороженная неразделанная,1 кг,2021,май,220.48
Сельдь соленая,1 кг,2021,май,176.61
"Кефир, айран",1 литр,2021,май,50.95
Сметана,1 литр,2021,май,215.35
Сливки,1 литр,2021,май,205.77
Творог жирный,1 кг,2021,май,366.28
Творог нежирный,1 кг,2021,май,204.96
Яйца куриные,10 штук,2021,май,104.77
Масло сливочное,1 кг,2021,май,343.92
Хлопковое масло,1 кг,2021,май,169.84
Подсолнечное масло,1 кг,2021,май,177.24
Яблоки,1 кг,2021,май,90.03
Aбрикосы,1 кг,2021,май,0.0
"Клубника, малина",1 кг,2021,май,0.0
Вишня,1 кг,2021,май,0.0
Виноград свежий,1 кг,2021,май,0.0
Aпельсины,1 кг,2021,май,149.72
Лимоны,1 кг,2021,май,199.17
Дыни,1 кг,2021,май,0.0
Aрбузы,1 кг,2021,май,0.0
Виноград сушеный,1 кг,2021,май,283.24
Яблоки сушеные,1 кг,2021,май,113.26
Курага,1 кг,2021,май,274.29
Орехи грецкие,1 кг,2021,май,190.12
Капуста свежая,1 кг,2021,май,28.2
Лук репчатый,1 кг,2021,май,26.7
Свекла,1 кг,2021,май,61.59
Морковь,1 кг,2021,май,42.34
Огурцы свежие,1 кг,2021,май,82.39
Тыква,1 кг,2021,май,0.0
Лук зеленый,1 кг,2021,май,105.4
Помидоры свежие,1 кг,2021,май,108.89
"Редиска, редька",1 кг,2021,май,43.91
Баклажаны,1 кг,2021,май,0.0
Горох,1 кг,2021,май,52.95
Чеснок,1 кг,2021,май,297.83
Томатная паста,1 кг,2021,май,128.3
Картофель,1 кг,2021,май,39.64
Сахар-песок,1 кг,2021,май,65.2
Мед пчелиный натуральный,1 кг,2021,май,340.51
Соль,1 кг,2021,май,18.66
Майонез,1 кг,2021,май,142.58
Дрожжи,50 гр.,2021,май,22.91
Кофе натуральный растворимый,100 гр.,2021,май,210.44
Чай черный байховый,100 гр.,2021,май,79.59
Вода минеральная,"0,5 л.",2021,май,17.3
Водка крепостью 40 градусов,"0,5 л.",2021,май,215.1
Коньяк отечественный,"0,5 л.",2021,май,448.49
Вино игристое отечественное,"0,7 л.",2021,май,229.29
Сигареты с фильтром,1 пачка,2021,май,84.1
Цемент,50 кг,2021,май,314.12
"Электроэнергия, основной тариф",1 кВт. час,2021,май,0.77
Природный газ,за 1 человека в месяц,2021,май,204.39
Сжиженный газ ,1 кг,2021,май,54.91
Уголь,1 тонна,2021,май,4381.75
Бензин автомобильной марки А-92,1 литр,2021,май,49.22
Бензин автомобильной марки А-80,1 литр,2021,май,42.48
Дизельное топливо,1 литр,2021,май,44.87
Рис среднезерный,1 кг,2021,июнь,80.81
Рис длиннозерный,1 кг,2021,июнь,95.21
Мука пшеничная высшего сорта,1 кг,2021,июнь,48.3
Мука пшеничная первого сорта,1 кг,2021,июнь,38.49
Крупа манная,1 кг,2021,июнь,62.27
Пшено,1 кг,2021,июнь,66.56
Хлеб из пшеничной муки 1 сорта,1 кг,2021,июнь,49.1
Лепешка,1 кг,2021,июнь,67.91
Макаронные изделия,1 кг,2021,июнь,100.85
"Вермишель, лапша",1 кг,2021,июнь,62.79
Говядина,1 кг,2021,июнь,461.53
Свинина,1 кг,2021,июнь,375.19
Баранина,1 кг,2021,июнь,485.17
Конина,1 кг,2021,июнь,398.93
Колбаса вареная,1 кг,2021,июнь,379.66
Колбаса полукопченая,1 кг,2021,июнь,407.76
"Сосиски, сардельки",1 кг,2021,июнь,322.72
Рыба свежая и охлажденная,1 кг,2021,июнь,242.87
Рыба замороженная неразделанная,1 кг,2021,июнь,227.44
Сельдь соленая,1 кг,2021,июнь,173.9
"Кефир, айран",1 литр,2021,июнь,51.12
Сметана,1 литр,2021,июнь,217.29
Сливки,1 литр,2021,июнь,207.9
Творог жирный,1 кг,2021,июнь,367.01
Творог нежирный,1 кг,2021,июнь,207.51
Яйца куриные,10 штук,2021,июнь,99.26
Масло сливочное,1 кг,2021,июнь,349.13
Хлопковое масло,1 кг,2021,июнь,176.72
Подсолнечное масло,1 кг,2021,июнь,181.87
Яблоки,1 кг,2021,июнь,110.16
Aбрикосы,1 кг,2021,июнь,134.73
"Клубника, малина",1 кг,2021,июнь,180.92
Вишня,1 кг,2021,июнь,137.72
Виноград свежий,1 кг,2021,июнь,0.0
Aпельсины,1 кг,2021,июнь,143.03
Лимоны,1 кг,2021,июнь,194.89
Дыни,1 кг,2021,июнь,0.0
Aрбузы,1 кг,2021,июнь,0.0
Виноград сушеный,1 кг,2021,июнь,281.53
Яблоки сушеные,1 кг,2021,июнь,120.29
Курага,1 кг,2021,июнь,270.05
Орехи грецкие,1 кг,2021,июнь,192.27
Капуста свежая,1 кг,2021,июнь,23.59
Лук репчатый,1 кг,2021,июнь,25.95
Свекла,1 кг,2021,июнь,79.87
Морковь,1 кг,2021,июнь,79.67
Огурцы свежие,1 кг,2021,июнь,28.71
Тыква,1 кг,2021,июнь,0.0
Лук зеленый,1 кг,2021,июнь,109.13
Помидоры свежие,1 кг,2021,июнь,64.21
"Редиска, редька",1 кг,2021,июнь,50.53
Баклажаны,1 кг,2021,июнь,0.0
Горох,1 кг,2021,июнь,53.36
Чеснок,1 кг,2021,июнь,298.79
Томатная паста,1 кг,2021,июнь,130.72
Картофель,1 кг,2021,июнь,51.47
Сахар-песок,1 кг,2021,июнь,66.21
Мед пчелиный натуральный,1 кг,2021,июнь,346.89
Соль,1 кг,2021,июнь,18.29
Майонез,1 кг,2021,июнь,152.24
Дрожжи,50 гр.,2021,июнь,22.98
Кофе натуральный растворимый,100 гр.,2021,июнь,210.8
Чай черный байховый,100 гр.,2021,июнь,79.76
Вода минеральная,"0,5 л.",2021,июнь,17.43
Водка крепостью 40 градусов,"0,5 л.",2021,июнь,217.15
Коньяк отечественный,"0,5 л.",2021,июнь,467.02
Вино игристое отечественное,"0,7 л.",2021,июнь,239.55
Сигареты с фильтром,1 пачка,2021,июнь,85.53
Цемент,50 кг,2021,июнь,355.05
"Электроэнергия, основной тариф",1 кВт. час,2021,июнь,0.77
Природный газ,за 1 человека в месяц,2021,июнь,202.29
Сжиженный газ ,1 кг,2021,июнь,55.04
Уголь,1 тонна,2021,июнь,4523.49
Бензин автомобильной марки А-92,1 литр,2021,июнь,50.24
Бензин автомобильной марки А-80,1 литр,2021,июнь,45.86
Дизельное топливо,1 литр,2021,июнь,45.82
Рис среднезерный,1 кг,2021,июль,81.35
Рис длиннозерный,1 кг,2021,июль,95.02
Мука пшеничная высшего сорта,1 кг,2021,июль,48.66
Мука пшеничная первого сорта,1 кг,2021,июль,38.65
Крупа манная,1 кг,2021,июль,62.2
Пшено,1 кг,2021,июль,66.57
Хлеб из пшеничной муки 1 сорта,1 кг,2021,июль,49.99
Лепешка,1 кг,2021,июль,68.76
Макаронные изделия,1 кг,2021,июль,103.36
"Вермишель, лапша",1 кг,2021,июль,63.27
Говядина,1 кг,2021,июль,469.0
Свинина,1 кг,2021,июль,388.78
Баранина,1 кг,2021,июль,492.01
Конина,1 кг,2021,июль,401.94
Колбаса вареная,1 кг,2021,июль,386.71
Колбаса полукопченая,1 кг,2021,июль,411.76
"Сосиски, сардельки",1 кг,2021,июль,327.97
Рыба свежая и охлажденная,1 кг,2021,июль,247.63
Рыба замороженная неразделанная,1 кг,2021,июль,229.27
Сельдь соленая,1 кг,2021,июль,173.49
"Кефир, айран",1 литр,2021,июль,51.55
Сметана,1 литр,2021,июль,217.36
Сливки,1 литр,2021,июль,209.42
Творог жирный,1 кг,2021,июль,368.94
Творог нежирный,1 кг,2021,июль,207.93
Яйца куриные,10 штук,2021,июль,95.86
Масло сливочное,1 кг,2021,июль,350.3
Хлопковое масло,1 кг,2021,июль,178.65
Подсолнечное масло,1 кг,2021,июль,181.16
Яблоки,1 кг,2021,июль,101.54
Aбрикосы,1 кг,2021,июль,103.49
"Клубника, малина",1 кг,2021,июль,193.99
Вишня,1 кг,2021,июль,95.97
Виноград свежий,1 кг,2021,июль,125.86
Aпельсины,1 кг,2021,июль,142.36
Лимоны,1 кг,2021,июль,194.08
Дыни,1 кг,2021,июль,41.44
Aрбузы,1 кг,2021,июль,20.32
Виноград сушеный,1 кг,2021,июль,286.71
Яблоки сушеные,1 кг,2021,июль,116.03
Курага,1 кг,2021,июль,277.21
Орехи грецкие,1 кг,2021,июль,195.48
Капуста свежая,1 кг,2021,июль,24.85
Лук репчатый,1 кг,2021,июль,25.18
Свекла,1 кг,2021,июль,68.29
Морковь,1 кг,2021,июль,77.04
Огурцы свежие,1 кг,2021,июль,26.42
Тыква,1 кг,2021,июль,0.0
Лук зеленый,1 кг,2021,июль,116.27
Помидоры свежие,1 кг,2021,июль,42.62
"Редиска, редька",1 кг,2021,июль,52.1
Баклажаны,1 кг,2021,июль,26.55
Горох,1 кг,2021,июль,53.82
Чеснок,1 кг,2021,июль,283.35
Томатная паста,1 кг,2021,июль,130.72
Картофель,1 кг,2021,июль,38.88
Сахар-песок,1 кг,2021,июль,65.54
Мед пчелиный натуральный,1 кг,2021,июль,353.64
Соль,1 кг,2021,июль,18.13
Майонез,1 кг,2021,июль,163.58
Дрожжи,50 гр.,2021,июль,22.97
Кофе натуральный растворимый,100 гр.,2021,июль,210.8
Чай черный байховый,100 гр.,2021,июль,80.04
Вода минеральная,"0,5 л.",2021,июль,17.44
Водка крепостью 40 градусов,"0,5 л.",2021,июль,217.71
Коньяк отечественный,"0,5 л.",2021,июль,470.48
Вино игристое отечественное,"0,7 л.",2021,июль,240.26
Сигареты с фильтром,1 пачка,2021,июль,86.0
Цемент,50 кг,2021,июль,357.57
"Электроэнергия, основной тариф",1 кВт. час,2021,июль,0.77
Природный газ,за 1 человека в месяц,2021,июль,200.86
Сжиженный газ ,1 кг,2021,июль,55.09
Уголь,1 тонна,2021,июль,4534.64
Бензин автомобильной марки А-92,1 литр,2021,июль,53.32
Бензин автомобильной марки А-80,1 литр,2021,июль,47.49
Дизельное топливо,1 литр,2021,июль,48.11
Рис среднезерный,1 кг,2021,август,81.05
Рис длиннозерный,1 кг,2021,август,95.07
Мука пшеничная высшего сорта,1 кг,2021,август,49.21
Мука пшеничная первого сорта,1 кг,2021,август,39.18
Крупа манная,1 кг,2021,август,62.17
Пшено,1 кг,2021,август,66.1
Хлеб из пшеничной муки 1 сорта,1 кг,2021,август,51.58
Лепешка,1 кг,2021,август,71.51
Макаронные изделия,1 кг,2021,август,103.9
"Вермишель, лапша",1 кг,2021,август,63.46
Говядина,1 кг,2021,август,479.26
Свинина,1 кг,2021,август,395.23
Баранина,1 кг,2021,август,492.77
Конина,1 кг,2021,август,400.09
Колбаса вареная,1 кг,2021,август,395.08
Колбаса полукопченая,1 кг,2021,август,416.58
"Сосиски, сардельки",1 кг,2021,август,331.03
Рыба свежая и охлажденная,1 кг,2021,август,251.42
Рыба замороженная неразделанная,1 кг,2021,август,230.38
Сельдь соленая,1 кг,2021,август,172.29
"Кефир, айран",1 литр,2021,август,51.69
Сметана,1 литр,2021,август,218.29
Сливки,1 литр,2021,август,210.67
Творог жирный,1 кг,2021,август,368.58
Творог нежирный,1 кг,2021,август,208.74
Яйца куриные,10 штук,2021,август,93.53
Масло сливочное,1 кг,2021,август,353.08
Хлопковое масло,1 кг,2021,август,177.57
Подсолнечное масло,1 кг,2021,август,176.19
Яблоки,1 кг,2021,август,93.5
Aбрикосы,1 кг,2021,август,90.34
"Клубника, малина",1 кг,2021,август,164.39
Вишня,1 кг,2021,август,76.87
Виноград свежий,1 кг,2021,август,109.42
Aпельсины,1 кг,2021,август,146.34
Лимоны,1 кг,2021,август,215.14
Дыни,1 кг,2021,август,31.34
Aрбузы,1 кг,2021,август,12.29
Виноград сушеный,1 кг,2021,август,290.5
Яблоки сушеные,1 кг,2021,август,114.97
Курага,1 кг,2021,август,279.53
Орехи грецкие,1 кг,2021,август,200.69
Капуста свежая,1 кг,2021,август,26.19
Лук репчатый,1 кг,2021,август,25.05
Свекла,1 кг,2021,август,49.23
Морковь,1 кг,2021,август,52.52
Огурцы свежие,1 кг,2021,август,30.84
Тыква,1 кг,2021,август,0.0
Лук зеленый,1 кг,2021,август,119.06
Помидоры свежие,1 кг,2021,август,34.41
"Редиска, редька",1 кг,2021,август,45.06
Баклажаны,1 кг,2021,август,25.01
Горох,1 кг,2021,август,53.69
Чеснок,1 кг,2021,август,281.26
Томатная паста,1 кг,2021,август,130.16
Картофель,1 кг,2021,август,31.99
Сахар-песок,1 кг,2021,август,64.59
Мед пчелиный натуральный,1 кг,2021,август,359.71
Соль,1 кг,2021,август,18.12
Майонез,1 кг,2021,август,166.45
Дрожжи,50 гр.,2021,август,23.05
Кофе натуральный растворимый,100 гр.,2021,август,211.67
Чай черный байховый,100 гр.,2021,август,79.7
Вода минеральная,"0,5 л.",2021,август,17.44
Водка крепостью 40 градусов,"0,5 л.",2021,август,219.23
Коньяк отечественный,"0,5 л.",2021,август,471.09
Вино игристое отечественное,"0,7 л.",2021,август,240.34
Сигареты с фильтром,1 пачка,2021,август,87.16
Цемент,50 кг,2021,август,352.73
"Электроэнергия, основной тариф",1 кВт. час,2021,август,0.77
Природный газ,за 1 человека в месяц,2021,август,204.31
Сжиженный газ ,1 кг,2021,август,55.77
Уголь,1 тонна,2021,август,4550.76
Бензин автомобильной марки А-92,1 литр,2021,август,55.58
Бензин автомобильной марки А-80,1 литр,2021,август,48.47
Дизельное топливо,1 литр,2021,август,50.08
Рис среднезерный,1 кг,2021,сентябрь,80.99
Рис длиннозерный,1 кг,2021,сентябрь,95.69
Мука пшеничная высшего сорта,1 кг,2021,сентябрь,49.32
Мука пшеничная первого сорта,1 кг,2021,сентябрь,39.41
Крупа манная,1 кг,2021,сентябрь,62.24
Пшено,1 кг,2021,сентябрь,65.84
Хлеб из пшеничной муки 1 сорта,1 кг,2021,сентябрь,51.65
Лепешка,1 кг,2021,сентябрь,72.12
Макаронные изделия,1 кг,2021,сентябрь,103.6
"Вермишель, лапша",1 кг,2021,сентябрь,63.52
Говядина,1 кг,2021,сентябрь,480.43
Свинина,1 кг,2021,сентябрь,394.94
Баранина,1 кг,2021,сентябрь,492.92
Конина,1 кг,2021,сентябрь,407.7
Колбаса вареная,1 кг,2021,сентябрь,402.0
Колбаса полукопченая,1 кг,2021,сентябрь,419.06
"Сосиски, сардельки",1 кг,2021,сентябрь,333.24
Рыба свежая и охлажденная,1 кг,2021,сентябрь,255.7
Рыба замороженная неразделанная,1 кг,2021,сентябрь,232.51
Сельдь соленая,1 кг,2021,сентябрь,174.94
"Кефир, айран",1 литр,2021,сентябрь,52.32
Сметана,1 литр,2021,сентябрь,221.74
Сливки,1 литр,2021,сентябрь,211.89
Творог жирный,1 кг,2021,сентябрь,369.56
Творог нежирный,1 кг,2021,сентябрь,211.53
Яйца куриные,10 штук,2021,сентябрь,93.92
Масло сливочное,1 кг,2021,сентябрь,357.75
Хлопковое масло,1 кг,2021,сентябрь,177.62
Подсолнечное масло,1 кг,2021,сентябрь,173.25
Яблоки,1 кг,2021,сентябрь,80.04
Aбрикосы,1 кг,2021,сентябрь,60.27
"Клубника, малина",1 кг,2021,сентябрь,218.14
Вишня,1 кг,2021,сентябрь,0.0
Виноград свежий,1 кг,2021,сентябрь,110.7
Aпельсины,1 кг,2021,сентябрь,156.92
Лимоны,1 кг,2021,сентябрь,240.92
Дыни,1 кг,2021,сентябрь,39.09
Aрбузы,1 кг,2021,сентябрь,14.21
Виноград сушеный,1 кг,2021,сентябрь,295.76
Яблоки сушеные,1 кг,2021,сентябрь,115.31
Курага,1 кг,2021,сентябрь,298.3
Орехи грецкие,1 кг,2021,сентябрь,201.1
Капуста свежая,1 кг,2021,сентябрь,30.5
Лук репчатый,1 кг,2021,сентябрь,25.44
Свекла,1 кг,2021,сентябрь,42.8
Морковь,1 кг,2021,сентябрь,42.07
Огурцы свежие,1 кг,2021,сентябрь,37.1
Тыква,1 кг,2021,сентябрь,31.65
Лук зеленый,1 кг,2021,сентябрь,120.31
Помидоры свежие,1 кг,2021,сентябрь,38.95
"Редиска, редька",1 кг,2021,сентябрь,42.2
Баклажаны,1 кг,2021,сентябрь,26.66
Горох,1 кг,2021,сентябрь,53.04
Чеснок,1 кг,2021,сентябрь,276.39
Томатная паста,1 кг,2021,сентябрь,131.07
Картофель,1 кг,2021,сентябрь,29.81
Сахар-песок,1 кг,2021,сентябрь,65.1
Мед пчелиный натуральный,1 кг,2021,сентябрь,364.34
Соль,1 кг,2021,сентябрь,18.24
Майонез,1 кг,2021,сентябрь,168.13
Дрожжи,50 гр.,2021,сентябрь,23.22
Кофе натуральный растворимый,100 гр.,2021,сентябрь,213.16
Чай черный байховый,100 гр.,2021,сентябрь,79.72
Вода минеральная,"0,5 л.",2021,сентябрь,17.39
Водка крепостью 40 градусов,"0,5 л.",2021,сентябрь,219.34
Коньяк отечественный,"0,5 л.",2021,сентябрь,471.27
Вино игристое отечественное,"0,7 л.",2021,сентябрь,241.27
Сигареты с фильтром,1 пачка,2021,сентябрь,88.22
Цемент,50 кг,2021,сентябрь,353.23
"Электроэнергия, основной тариф",1 кВт. час,2021,сентябрь,0.77
Природный газ,за 1 человека в месяц,2021,сентябрь,204.22
Сжиженный газ ,1 кг,2021,сентябрь,56.32
Уголь,1 тонна,2021,сентябрь,4717.81
Бензин автомобильной марки А-92,1 литр,2021,сентябрь,56.84
Бензин автомобильной марки А-80,1 литр,2021,сентябрь,51.64
Дизельное топливо,1 литр,2021,сентябрь,51.42
Рис среднезерный,1 кг,2021,октябрь,81.34
Рис длиннозерный,1 кг,2021,октябрь,97.18
Мука пшеничная высшего сорта,1 кг,2021,октябрь,49.92
Мука пшеничная первого сорта,1 кг,2021,октябрь,39.96
Крупа манная,1 кг,2021,октябрь,63.34
Пшено,1 кг,2021,октябрь,66.48
Хлеб из пшеничной муки 1 сорта,1 кг,2021,октябрь,51.67
Лепешка,1 кг,2021,октябрь,75.21
Макаронные изделия,1 кг,2021,октябрь,106.8
"Вермишель, лапша",1 кг,2021,октябрь,64.13
Говядина,1 кг,2021,октябрь,478.63
Свинина,1 кг,2021,октябрь,396.32
Баранина,1 кг,2021,октябрь,491.38
Конина,1 кг,2021,октябрь,412.27
Колбаса вареная,1 кг,2021,октябрь,408.19
Колбаса полукопченая,1 кг,2021,октябрь,424.1
"Сосиски, сардельки",1 кг,2021,октябрь,337.59
Рыба свежая и охлажденная,1 кг,2021,октябрь,248.87
Рыба замороженная неразделанная,1 кг,2021,октябрь,234.64
Сельдь соленая,1 кг,2021,октябрь,179.52
"Кефир, айран",1 литр,2021,октябрь,53.51
Сметана,1 литр,2021,октябрь,232.42
Сливки,1 литр,2021,октябрь,213.52
Творог жирный,1 кг,2021,октябрь,372.83
Творог нежирный,1 кг,2021,октябрь,217.84
Яйца куриные,10 штук,2021,октябрь,97.5
Масло сливочное,1 кг,2021,октябрь,364.07
Хлопковое масло,1 кг,2021,октябрь,179.25
Подсолнечное масло,1 кг,2021,октябрь,173.98
Яблоки,1 кг,2021,октябрь,71.25
Aбрикосы,1 кг,2021,октябрь,0.0
"Клубника, малина",1 кг,2021,октябрь,232.9
Вишня,1 кг,2021,октябрь,0.0
Виноград свежий,1 кг,2021,октябрь,108.62
Aпельсины,1 кг,2021,октябрь,167.75
Лимоны,1 кг,2021,октябрь,232.15
Дыни,1 кг,2021,октябрь,44.85
Aрбузы,1 кг,2021,октябрь,20.58
Виноград сушеный,1 кг,2021,октябрь,299.3
Яблоки сушеные,1 кг,2021,октябрь,115.43
Курага,1 кг,2021,октябрь,302.24
Орехи грецкие,1 кг,2021,октябрь,205.43
Капуста свежая,1 кг,2021,октябрь,35.0
Лук репчатый,1 кг,2021,октябрь,25.46
Свекла,1 кг,2021,октябрь,40.35
Морковь,1 кг,2021,октябрь,40.9
Огурцы свежие,1 кг,2021,октябрь,81.54
Тыква,1 кг,2021,октябрь,38.57
Лук зеленый,1 кг,2021,октябрь,122.67
Помидоры свежие,1 кг,2021,октябрь,69.68
"Редиска, редька",1 кг,2021,октябрь,37.51
Баклажаны,1 кг,2021,октябрь,33.42
Горох,1 кг,2021,октябрь,55.07
Чеснок,1 кг,2021,октябрь,277.83
Томатная паста,1 кг,2021,октябрь,132.73
Картофель,1 кг,2021,октябрь,32.41
Сахар-песок,1 кг,2021,октябрь,67.76
Мед пчелиный натуральный,1 кг,2021,октябрь,367.43
Соль,1 кг,2021,октябрь,18.46
Майонез,1 кг,2021,октябрь,171.63
Дрожжи,50 гр.,2021,октябрь,23.47
Кофе натуральный растворимый,100 гр.,2021,октябрь,215.62
Чай черный байховый,100 гр.,2021,октябрь,81.31
Вода минеральная,"0,5 л.",2021,октябрь,17.43
Водка крепостью 40 градусов,"0,5 л.",2021,октябрь,219.78
Коньяк отечественный,"0,5 л.",2021,октябрь,474.48
Вино игристое отечественное,"0,7 л.",2021,октябрь,241.63
Сигареты с фильтром,1 пачка,2021,октябрь,89.3
Цемент,50 кг,2021,октябрь,350.72
"Электроэнергия, основной тариф",1 кВт. час,2021,октябрь,0.77
Природный газ,за 1 человека в месяц,2021,октябрь,210.61
Сжиженный газ ,1 кг,2021,октябрь,59.73
Уголь,1 тонна,2021,октябрь,5181.77
Бензин автомобильной марки А-92,1 литр,2021,октябрь,57.09
Бензин автомобильной марки А-80,1 литр,2021,октябрь,54.52
Дизельное топливо,1 литр,2021,октябрь,52.02
Рис среднезерный,1 кг,2021,ноябрь,81.52
